rcid,company,factset_entity_id,clean_company,Matched_Excel_Company_ID
1266572,"Spok Holdings, Inc.",005WVG-E,spok holdings inc,IQ10622427
1062201,"Keysight Technologies, Inc.",00FZYT-E,keysight technologies inc,IQ247017859
33645,ICON plc,003535-E,icon plc,IQ397809
1403326,The Chemours Co.,00GHHT-E,the chemours co,IQ249061912
673886,"Luna Innovations, Inc.",004LC9-E,luna innovations inc,IQ5645849
22176739,DallasNews Corp.,06Y3ZW-E,dallasnews corp,
704326,"MAXIMUS, Inc.",001JTB-E,maximus inc,IQ218451
21022337,"Camping World Holdings, Inc.",0GB44Q-E,camping world holdings inc,IQ249110868
840759,"Cummins, Inc.",000FFW-E,cummins inc,IQ265253
1129061,"Hilltop Holdings, Inc.",0052QN-E,hilltop holdings inc,IQ24451
368509,"The Shyft Group, Inc.",000WS4-E,the shyft group inc,IQ304778
751623,"Copart, Inc.",0016XZ-E,copart inc,IQ27023
619725,"Cavco Industries, Inc.",000DG3-E,cavco industries inc,IQ258733
544394,Quanterix Corp.,009FRV-E,quanterix corp,IQ47689694
273054,Lumen Ltd.,09SD1S-E,lumen ltd,IQ260149
28366,"Good Times Restaurants, Inc.",000L4W-E,good times restaurants inc,IQ275719
117838,"Brookdale Senior Living, Inc.",007J7M-E,brookdale senior living inc,IQ23500974
1274564,OrthoPediatrics Corp.,008YYJ-E,orthopediatrics corp,IQ36770449
194608,"Elevance Health, Inc.",060W5N-E,elevance health inc,
1058510,"Calix, Inc.",063VNM-E,calix inc,IQ642230
99142,Clearwater Paper Corp.,07HTTK-E,clearwater paper corp,IQ27447874
663896,"Hostess Brands, Inc.",0GMR5F-E,hostess brands inc,IQ307072366
351560,"The Estée Lauder Companies, Inc.",00172R-E,the este lauder companies inc,IQ207221
436314,Unisys Corp.,000Y2H-E,unisys corp,IQ310310
1400574,"Cisco Systems, Inc.",000DS6-E,cisco systems inc,IQ19691
817951,Dynavax Technologies Corp.,00339Z-E,dynavax technologies corp,IQ423490
727432,"Reinsurance Group of America, Inc.",0011JV-E,reinsurance group of america inc,IQ325509
161289,"KVH Industries, Inc. (Delaware)",00145K-E,kvh industries inc,IQ353460
738796,"Key Energy Services, Inc.",000NST-E,key energy services inc,IQ290873
1374849,"Autodesk, Inc.",000CFP-E,autodesk inc,IQ119902
1248511,"STRATA Skin Sciences, Inc.",006KJ5-E,strata skin sciences inc,IQ12437731
596227,"Actinium Pharmaceuticals, Inc.",0D3NDV-E,actinium pharmaceuticals inc,IQ7845787
1415152,GAN Ltd.,0M5DD6-E,gan ltd,IQ22230315
578185,Tennant Co.,000XNB-E,tennant co,IQ307782
21022660,"Tenable Holdings, Inc.",0GCG40-E,tenable holdings inc,IQ369965505
380780,"Builders FirstSource, Inc.",05KS47-E,builders firstsource inc,IQ34817
81479,"Altair Engineering, Inc.",05SJ80-E,altair engineering inc,IQ4787964
22147279,"ExlService Holdings, Inc.",006N6Y-E,exlservice holdings inc,IQ843132
1130812,Invitae Corp.,00CSRH-E,invitae corp,IQ222707176
185521,Flowserve Corp.,000D30-E,flowserve corp,IQ267555
986459,"Coupa Software, Inc.",008XF1-E,coupa software inc,IQ33192299
347876,L.B. Foster Co.,000KPJ-E,lb foster co,IQ130863
295170,WD-40 Co.,000YQL-E,wd40 co,IQ312452
254822,"Ryder System, Inc.",000VMV-E,ryder system inc,IQ33956
739347,Target Corp.,002RXT-E,target corp,IQ174438
22251329,"Pluralsight, Inc.",0JF2TT-E,pluralsight inc,IQ558559575
22268952,Expro Group Holdings NV,0PFBPW-E,expro group holdings nv,IQ127583
1261979,"Chico's FAS, Inc.",000DPF-E,chicos fas inc,IQ324430
1116644,"Workday, Inc.",06ZK05-E,workday inc,IQ23815047
22224351,Axalta Coating Systems Ltd.,0CSK0C-E,axalta coating systems ltd,IQ216313883
316548,"Pactiv Evergreen, Inc.",070J80-E,pactiv evergreen inc,IQ81686253
638873,The Mosaic Co.,0BT29H-E,the mosaic co,IQ890498
760637,"Commercial Vehicle Group, Inc.",005WNS-E,commercial vehicle group inc,IQ10028455
750952,"Apollo Endosurgery, Inc.",0GR2N1-E,apollo endosurgery inc,IQ37790054
1142317,"Papa John's International, Inc.",000ZLZ-E,papa johns international inc,IQ325388
22239664,Chubb Ltd.,0G0L3Q-E,chubb ltd,IQ203028
22144517,"Newell Brands, Inc.",002FH6-E,newell brands inc,IQ291703
428239,Union Pacific Corp.,000Y1Z-E,union pacific corp,IQ233429744
1121778,Discover Financial Services,061F6G-E,discover financial services,IQ3695566
232088,"Block, Inc.",08BZTM-E,block inc,IQ533772141
1014966,"GoPro, Inc.",0BN1G1-E,gopro inc,IQ113665065
458678,BSQUARE Corp.,002LXH-E,bsquare corp,IQ25858
1418721,"L3Harris Technologies, Inc.",0L6CPF-E,l3harris technologies inc,IQ177934
660085,"SmileDirectClub, Inc.",0LCC8P-E,smiledirectclub inc,IQ264413492
930658,"OraSure Technologies, Inc.",002YS3-E,orasure technologies inc,IQ540470
1072323,"Nordstrom, Inc.",000RD1-E,nordstrom inc,IQ32215
1253308,Green Dot Corp.,005Q0J-E,green dot corp,IQ286513059
1268269,"Guess?, Inc.",0014KB-E,guess inc,IQ348699
1049656,"NetScout Systems, Inc.",002G9Q-E,netscout systems inc,IQ32039
1180674,PVH Corp.,000TCV-E,pvh corp,IQ296568
776386,Internap Holding LLC,002LBF-E,internap holding,IQ30116
1256989,"IDEXX Laboratories, Inc.",001191-E,idexx laboratories inc,IQ29729
22226978,Knowles Corp.,0D5GPD-E,knowles corp,IQ247593650
1196578,BlackBerry Ltd.,002TMH-E,blackberry ltd,IQ399960
22142647,Shenandoah Telecommunications Co. (Virginia),000WF1-E,shenandoah telecommunications co,IQ378088
474317,Blink Charging Co.,08HHKT-E,blink charging co,IQ83115902
604513,Campbell Soup Co.,000D8R-E,campbell soup co,IQ258458
20994677,Allscripts LLC,0B0G82-E,allscripts,
256804,"iRhythm Technologies, Inc.",008ZT3-E,irhythm technologies inc,IQ34159879
972768,Rogers Corp.,000VK6-E,rogers corp,IQ30690125
357217,Lam Research Corp.,000NYZ-E,lam research corp,IQ30655
1233178,"Meta Platforms, Inc.",0077YX-E,meta platforms inc,
7961795,"Coda Octopus Group, Inc.",00183Z-E,coda octopus group inc,IQ11355019
1112079,"PepsiCo, Inc.",000T99-E,pepsico inc,IQ32854
1010588,"AutoNation, Inc.",002FQK-E,autonation inc,IQ112302
954139,EnerSys,05MBY3-E,enersys,IQ617490
210592,"PCTEL, Inc.",002LJN-E,pctel inc,IQ404604
755313,"Penn Entertainment, Inc.",0012RS-E,penn entertainment inc,IQ305831538
98643,"Netflix, Inc.",002X9M-E,netflix inc,IQ32012
243687,Arthur J. Gallagher & Co. (243687),000KW7-E,arthur j gallagher co,IQ252186
736192,"Standard Motor Products, Inc.",000WVH-E,standard motor products inc,IQ304714
1006846,Digimarc Corp.,07FWBG-E,digimarc corp,IQ46271970
597372,"Overstock.com, Inc.",003Q2V-E,overstockcom inc,IQ675577
452822,New Jersey Resources Corp.,000R7G-E,new jersey resources corp,IQ291335
1430958,"Artivion, Inc.",0010QL-E,artivion inc,
289882,"Barrett Business Services, Inc.",000CM4-E,barrett business services inc,IQ328132
1300063,Perdoceo Education Corp.,001T62-E,perdoceo education corp,IQ377135
572916,"ADMA Biologics, Inc.",008FZT-E,adma biologics inc,IQ51119246
68,Westinghouse Air Brake Technologies Corp.,0013CH-E,westinghouse air brake technologies corp,IQ36437
477639,"eBay, Inc.",0024V8-E,ebay inc,IQ27862
95472,"NightHawk Biosciences, Inc.",00C9HF-E,nighthawk biosciences inc,IQ38446210
1006245,"Castle Biosciences, Inc.",00BJ80-E,castle biosciences inc,IQ60295846
13284,3D Systems Corp.,0013LF-E,3d systems corp,IQ308402
1344198,"Natera, Inc.",06Z8VR-E,natera inc,IQ27603970
382575,Nikola Corp.,0M17V7-E,nikola corp,IQ590935798
21036982,"Bill.com Holdings, Inc.",0KX944-E,billcom holdings inc,IQ37326955
1443135,"GWG Holdings, Inc.",0BVVQ6-E,gwg holdings inc,IQ134273556
907994,"AtriCure, Inc.",006LDN-E,atricure inc,IQ901985
1074197,DURECT Corp.,002XC4-E,durect corp,IQ27768
834368,"Inspire Medical Systems, Inc.",07PFTG-E,inspire medical systems inc,IQ59661803
539407,"Kaleido Biosciences, Inc.",0G2TR0-E,kaleido biosciences inc,IQ318321916
49781,"Evolus, Inc.",00FCVN-E,evolus inc,IQ229087176
153205,"Electromed, Inc.",081P81-E,electromed inc,IQ104752926
923420,"Lennox International, Inc.",002FQ7-E,lennox international inc,IQ401541
602406,"Marchex, Inc.",0058BT-E,marchex inc,IQ8163421
1065506,"Encore Capital Group, Inc.",002GQ9-E,encore capital group inc,IQ400829
122917,Laboratory Corp. of America Holdings,000NYF-E,laboratory corp of america holdings,IQ30643
842979,"Ultragenyx Pharmaceutical, Inc.",00D326-E,ultragenyx pharmaceutical inc,IQ117471985
1213519,"Salem Media Group, Inc.",001VWN-E,salem media group inc,IQ400224
22142948,PG&E Corp.,001274-E,pge corp,IQ139813
7596268,"AxoGen, Inc.",0C4ZMD-E,axogen inc,IQ20946777
91347,"Coherus BioSciences, Inc.",0CT6N9-E,coherus biosciences inc,IQ206928583
939738,Levi Strauss & Co.,000WZW-E,levi strauss co,IQ30773
1239411,TechnipFMC Plc,0GG8BZ-E,technipfmc plc,IQ1342651
998949,Entravision Communications Corp.,002XDJ-E,entravision communications corp,IQ527252
47061,"Gap, Inc.",000KWJ-E,gap inc,IQ272070243
172513,"Inuvo, Inc.",001DQ7-E,inuvo inc,IQ1049534
1134784,"ManpowerGroup, Inc.",000PFH-E,manpowergroup inc,IQ320570
1018715,"BioLife Solutions, Inc.",000FF0-E,biolife solutions inc,IQ265126
1334210,Wave Systems Corp.,00115R-E,wave systems corp,IQ24465
13555,EchoStar Corp.,009RJM-E,echostar corp,IQ38893720
7883876,"Rubicon Technology, Inc.",004G2S-E,rubicon technology inc,IQ754447
460375,"Salon Media Group, Inc.",002G60-E,salon media group inc,IQ90407
942187,"AngioDynamics, Inc.",05KQF0-E,angiodynamics inc,IQ4803544
210257,"Agenus, Inc.",002PYJ-E,agenus inc,IQ409956
153455,"SCYNEXIS, Inc.",05T779-E,scynexis inc,IQ798887
58921,"Gigamon, Inc.",09HX34-E,gigamon inc,IQ214208943
598083,Sealed Air Corp.,000VWG-E,sealed air corp,IQ382724
119995,"Mirati Therapeutics, Inc.",05V1WP-E,mirati therapeutics inc,IQ121270
236874,"Ubiquiti, Inc.",08DLR6-E,ubiquiti inc,IQ46084519
1314252,"Foot Locker, Inc.",00247P-E,foot locker inc,IQ315394
978282,"SINTX Technologies, Inc.",006L92-E,sintx technologies inc,IQ7282516
468939,"NOV, Inc.",05ZN64-E,nov inc,IQ31900
20921805,Lockheed Martin Corp.,000P7N-E,lockheed martin corp,IQ285827
235604,Neogen Corp.,000R5B-E,neogen corp,IQ339683
622450,Panera Bread Co.,002JQM-E,panera bread co,IQ252717
287573,"VMware, Inc.",05WNR8-E,vmware inc,IQ125757
401234,"LGI Homes, Inc.",00FNSC-E,lgi homes inc,IQ99856262
1294209,A. O. Smith Corp.,000WJS-E,a o smith corp,IQ51859263
997118,Geospace Technologies Corp.,001SWW-E,geospace technologies corp,IQ374066
22231454,"Elevate Credit, Inc.",0DPGZB-E,elevate credit inc,IQ282368058
618620,"Ovintiv, Inc.",0LWYF0-E,ovintiv inc,IQ1241057
867839,"Everi Holdings, Inc.",0071WY-E,everi holdings inc,IQ6904040
490415,"Clear Channel Outdoor Holdings, Inc.",061523-E,clear channel outdoor holdings inc,IQ23499518
913399,"2U, Inc.",00BWP8-E,2u inc,IQ60414516
20924900,"AMN Healthcare Services, Inc.",003B3Z-E,amn healthcare services inc,IQ24821
1242326,"Codexis, Inc.",0068YW-E,codexis inc,IQ3160285
265323,"Etsy, Inc.",008HL3-E,etsy inc,IQ28492682
859211,JFrog Ltd.,0DDCVJ-E,jfrog ltd,IQ212579473
22237150,Hewlett Packard Enterprise Co.,0FM7LR-E,hewlett packard enterprise co,IQ273983758
1344354,"Huntington Bancshares, Inc.",000LVH-E,huntington bancshares inc,IQ278614
119235,PetSmart LLC,000TBR-E,petsmart,IQ32919
1368512,"Rekor Systems, Inc.",0GV747-E,rekor systems inc,IQ339110510
1418727,"ContextLogic, Inc.",0BKTLT-E,contextlogic inc,IQ127912549
770049,"Workiva, Inc.",00BGX3-E,workiva inc,IQ75963230
165154,"Dorman Products, Inc.",06GFFX-E,dorman products inc,IQ299160
230327,Valero Energy Corp.,000Y8N-E,valero energy corp,IQ311679
239923,"Mondelez International, Inc.",002RNG-E,mondelez international inc,IQ739693
4305202,Iradimed Corporation,0C7Y7T-E,iradimed,IQ22110569
387660,Destination Maternity Corp.,000Q8D-E,destination maternity corp,IQ31738
692801,"Snap, Inc.",0D029B-E,snap inc,IQ224055283
20921963,Progress Software Corp.,000TSB-E,progress software corp,IQ33351
1301868,"Select Energy Services, Inc.",0GZN8P-E,select energy services inc,IQ61023831
21010518,"Catalent, Inc.",0DK9BP-E,catalent inc,IQ83345566
1003992,"Strategic Education, Inc.",0JV0V2-E,strategic education inc,IQ361761
22142906,"MSC Industrial Direct Co., Inc.",00119F-E,msc industrial direct co inc,IQ108424
648564,"Mitek Systems, Inc.",000Q3R-E,mitek systems inc,IQ288586
850411,Cubic Corp.,000FFK-E,cubic corp,IQ265154
20928872,Booz Allen Hamilton Holding Corp.,00BFKV-E,booz allen hamilton holding corp,IQ160233
1156951,"Shutterstock, Inc.",06C0XX-E,shutterstock inc,IQ23442750
409874,AmerisourceBergen Corp.,003894-E,amerisourcebergen corp,IQ24809
620767,"ServiceNow, Inc.",008L5S-E,servicenow inc,IQ22967487
705572,STAAR Surgical Co.,000WV5-E,staar surgical co,IQ305046
418924,"Bed Bath & Beyond, Inc.",000CPT-E,bed bath beyond inc,IQ321778
21035407,"Allied Esports Entertainment, Inc.",0KFPXW-E,allied esports entertainment inc,IQ595648332
75039,"Smith Micro Software, Inc.",001402-E,smith micro software inc,IQ350676
22219474,"BJ's Wholesale Club Holdings, Inc.",0C46ZQ-E,bjs wholesale club holdings inc,IQ249793891
1368552,"BioTelemetry, Inc.",00FGRT-E,biotelemetry inc,IQ120514
426758,"Beam Therapeutics, Inc.",0JJSH9-E,beam therapeutics inc,IQ564610577
1230375,Issuer Direct Corp.,009VVH-E,issuer direct corp,IQ35386915
80386,IDT Corp.,0017M9-E,idt corp,IQ29731
1517558,"Zoom Video Communications, Inc.",0CZ9TM-E,zoom video communications inc,IQ223236753
681722,"HealthEquity, Inc.",005SRV-E,healthequity inc,IQ11129585
1213097,"Vishay Intertechnology, Inc.",000YKQ-E,vishay intertechnology inc,IQ312427
161743,Hooker Furnishings Corp.,002BK1-E,hooker furnishings corp,
466507,"Enanta Pharmaceuticals, Inc.",062WH0-E,enanta pharmaceuticals inc,IQ345286
1127387,"ImmunoGen, Inc.",000M1T-E,immunogen inc,IQ29794
1330164,"Identiv, Inc.",09TPP4-E,identiv inc,IQ34109
1070643,Marcus Corp.,000PFW-E,marcus corp,IQ212803571
1162732,"Airbnb, Inc.",09LZGJ-E,airbnb inc,IQ115705393
1000950,Abercrombie & Fitch Co.,001BN4-E,abercrombie fitch co,IQ353867
980464,"Kennametal, Inc.",000NS4-E,kennametal inc,IQ283484
805281,Archer-Daniels-Midland Co.,000C8L-E,archerdanielsmidland co,IQ251704
736667,"Innospec, Inc.",06CSKX-E,innospec inc,IQ226057
766393,"PennyMac Financial Services, Inc.",0JVC61-E,pennymac financial services inc,IQ228140094
731402,"Agile Therapeutics, Inc.",005ZCY-E,agile therapeutics inc,IQ858721
281235,"Calithera Biosciences, Inc.",09WNFN-E,calithera biosciences inc,IQ109127589
505355,"Fastly, Inc.",0C8LWR-E,fastly inc,IQ144816347
448771,Pareteum Corp.,002WCF-E,pareteum corp,IQ1054902
1087436,"Lineage Cell Therapeutics, Inc.",00135R-E,lineage cell therapeutics inc,IQ25622
1124937,"NuVasive, Inc.",004SP8-E,nuvasive inc,IQ32305
150448,JetBlue Airways Corp.,003KSV-E,jetblue airways corp,IQ106437
504111,"Okta, Inc.",09X9V8-E,okta inc,IQ109373551
22257655,"Sunnova Energy International, Inc.",0L61X5-E,sunnova energy international inc,IQ234681245
818514,"Orion Energy Systems, Inc.",06P1VS-E,orion energy systems inc,IQ28544611
1528845,NorthWestern Corp.,000RGN-E,northwestern corp,IQ45765614
943836,"The Hanover Insurance Group, Inc.",0014B9-E,the hanover insurance group inc,IQ340831
740328,TE Connectivity Ltd.,05VFN0-E,te connectivity ltd,IQ8106523
341070,"McCormick & Co., Inc.",000PLG-E,mccormick co inc,IQ181176
172733,Amphenol Corp.,000C3J-E,amphenol corp,IQ24827
1037635,Starbucks Corp.,000WW4-E,starbucks corp,IQ34745
982200,"B&G Foods, Inc.",060KMJ-E,bg foods inc,IQ6631173
92840,"Global Payments, Inc.",00317L-E,global payments inc,IQ813574
1010813,"Palantir Technologies, Inc.",00726J-E,palantir technologies inc,IQ43580005
282414,Bally's Corp.,0C663T-E,ballys corp,IQ100849045
423472,PAREXEL International Corp.,001840-E,parexel international corp,IQ32717
951665,Stryker Corp.,000X16-E,stryker corp,IQ94614
21007398,"Finjan Holdings, Inc.",0D5ZJT-E,finjan holdings inc,IQ28510
22260888,"O-I Glass, Inc.",0LSKDP-E,oi glass inc,IQ32583
574258,"Lands' End, Inc.",000NZV-E,lands end inc,IQ285185
852857,Genpact Ltd.,00986Q-E,genpact ltd,IQ34323388
1075458,"Riverbed Technology, Inc.",05RB5B-E,riverbed technology inc,IQ3198786
1418399,Sonoco Products Co.,000WP1-E,sonoco products co,IQ304124
384868,"Corning, Inc.",000F7B-E,corning inc,IQ173840
768598,"PerkinElmer, Inc. (United States)",002P6D-E,perkinelmer inc,IQ268363
859782,"Digital Ally, Inc.",0618FD-E,digital ally inc,IQ12457662
20921455,Verizon (US),000CQ8-E,verizon,IQ415798
643549,"Harley-Davidson, Inc.",000LGS-E,harleydavidson inc,IQ277444
258203,"SMART Global Holdings, Inc.",0GX0TL-E,smart global holdings inc,IQ429150870
340300,"Beyond Meat, Inc.",0CMSQ2-E,beyond meat inc,IQ222996066
1132197,"Sally Beauty Holdings, Inc.",05LJBY-E,sally beauty holdings inc,IQ30177530
1446642,"Manitex International, Inc.",006CBM-E,manitex international inc,IQ11564331
1068525,"Biomerica, Inc.",000CVH-E,biomerica inc,IQ254941
1158271,"CoStar Group, Inc.",002LP2-E,costar group inc,IQ387127
21035979,"LiveRamp Holdings, Inc.",0KMB9W-E,liveramp holdings inc,IQ24292
22182261,"Alarm.com Holdings, Inc.",07KT71-E,alarmcom holdings inc,IQ302151977
880809,Avista Corp.,0029Q9-E,avista corp,IQ100918
647046,"MACOM Technology Solutions Holdings, Inc.",0BD963-E,macom technology solutions holdings inc,IQ138672527
1116588,The Kraft Heinz Co.,0FFB5P-E,the kraft heinz co,IQ278212
775676,"NIKE, Inc.",000RBW-E,nike inc,IQ291981
479560,"American Electric Power Co., Inc.",000BY1-E,american electric power co inc,IQ135470
620082,"PagerDuty, Inc.",0C608C-E,pagerduty inc,IQ116060746
522934,"Inotiv, Inc.",001SQ4-E,inotiv inc,IQ25587
263241,"Ziff Davis, Inc.",002G4B-E,ziff davis inc,IQ333287094
22248006,Ranpak Holdings Corp.,0HJ09W-E,ranpak holdings corp,IQ540631094
290469,Indivior PLC,00GFL3-E,indivior plc,IQ277824630
641897,"Plug Power, Inc.",002M71-E,plug power inc,IQ405483
20924531,"TriNet Group, Inc.",002VQ2-E,trinet group inc,IQ124565
600914,"Napco Security Technologies, Inc.",000QTZ-E,napco security technologies inc,IQ289814
507096,"KBR, Inc.",05L24K-E,kbr inc,IQ4161770
1328544,"Beacon Roofing Supply, Inc.",05MKTS-E,beacon roofing supply inc,IQ1543637
22144195,"American Axle & Manufacturing Holdings, Inc.",00231Q-E,american axle manufacturing holdings inc,IQ24704
22262395,"Shift4 Payments, Inc.",0MCBZH-E,shift4 payments inc,IQ22308082
528053,Carvana Co.,0GYGP5-E,carvana co,IQ424080297
111696,"ScanSource, Inc.",001CHY-E,scansource inc,IQ345452
428167,"Harvard Bioscience, Inc.",0031H7-E,harvard bioscience inc,IQ598656
508021,"Tandem Diabetes Care, Inc.",00B9QB-E,tandem diabetes care inc,IQ46368713
525326,"Interpace Biosciences, Inc.",001YSY-E,interpace biosciences inc,IQ383855
863843,Celanese Corp.,006K0D-E,celanese corp,IQ405277
217407,"Huntington Ingalls Industries, Inc.",0BFSSZ-E,huntington ingalls industries inc,IQ363263
21047705,Seagate Technology Holdings Plc,0NPR6B-E,seagate technology holdings plc,IQ3738520
289486,"Regeneron Pharmaceuticals, Inc.",000VC1-E,regeneron pharmaceuticals inc,IQ33715
368536,"Accuray, Inc.",060ZXV-E,accuray inc,IQ739115
1128352,"D.R. Horton, Inc.",000LS9-E,dr horton inc,IQ107405
1408931,"QuinStreet, Inc.",064DQV-E,quinstreet inc,IQ139426
22150537,Science Applications International Corp.,00FD97-E,science applications international corp,IQ231691952
1133366,"10X Genomics, Inc.",00F5F9-E,10x genomics inc,IQ223288117
925339,"Trinity Industries, Inc.",000XX9-E,trinity industries inc,IQ309456
938967,"NantHealth, Inc.",00F9LC-E,nanthealth inc,IQ222554189
1101634,"Sientra, Inc.",06SZ59-E,sientra inc,IQ33942540
1468588,"Verint Systems, Inc.",003K5R-E,verint systems inc,IQ1717518
335395,"Stein Mart, Inc.",000WXN-E,stein mart inc,IQ317894
1296028,"Stitch Fix, Inc.",0CF8RD-E,stitch fix inc,IQ142659894
1244395,"Yext, Inc.",08594B-E,yext inc,IQ59320819
1144196,"AppFolio, Inc.",00B5D8-E,appfolio inc,IQ44299616
679943,"Acuity Brands, Inc.",0039G8-E,acuity brands inc,IQ1413208
564527,"LENSAR, Inc.",006ZWY-E,lensar inc,IQ41699596
439248,"Ribbon Communications, Inc.",0H55TJ-E,ribbon communications inc,IQ34555
504210,"Nu Skin Enterprises, Inc.",001C9B-E,nu skin enterprises inc,IQ352094
1174797,"Methode Electronics, Inc.",000PVZ-E,methode electronics inc,IQ287585
304787,"Palo Alto Networks, Inc.",0078TM-E,palo alto networks inc,IQ25460099
510254,News Corp.,00F8BV-E,news corp,IQ531535425
21035007,"Waitr Holdings, Inc.",0K9RL7-E,waitr holdings inc,IQ384488450
335421,"FAT Brands, Inc.",0H8QD6-E,fat brands inc,IQ536805454
365544,"MicroStrategy, Inc.",0021NC-E,microstrategy inc,IQ384976
177463,"Lifetime Brands, Inc.",0015FQ-E,lifetime brands inc,IQ315654
413253,ON Semiconductor Corp.,002S9J-E,on semiconductor corp,IQ411950
922484,"Hanesbrands, Inc.",0089PB-E,hanesbrands inc,IQ4212820
325563,"P.F. Chang's China Bistro, Inc.",00252R-E,pf changs china bistro inc,IQ32596
656613,DXC Technology Co.,0GMHQ0-E,dxc technology co,IQ263093
20921451,"Becton, Dickinson & Co.",000CPS-E,becton dickinson co,IQ103678
816880,"Rapid7, Inc.",07DCNN-E,rapid7 inc,IQ22790600
1256784,"F5, Inc.",002FR0-E,f5 inc,IQ90323
445083,"CenterPoint Energy, Inc.",003DJY-E,centerpoint energy inc,IQ279513
22262115,"GoodRx Holdings, Inc.",0M7SF9-E,goodrx holdings inc,IQ576807508
20997979,"JELD-WEN Holding, Inc.",0BRJ5Z-E,jeldwen holding inc,IQ141581761
22143882,Logitech International SA,001QBC-E,logitech international sa,IQ388005
39127,"Gray Television, Inc.",00144D-E,gray television inc,IQ305759590
1334293,"Nexstar Media Group, Inc.",0038YJ-E,nexstar media group inc,IQ518638
658303,"Shift Technologies, Inc.",0MZLGF-E,shift technologies inc,IQ264506786
1275230,Bank of Hawaii Corp.,000CKK-E,bank of hawaii corp,IQ253241
22170099,First Internet Bancorp (20950333),06F4SC-E,first internet bancorp,IQ95422
1213552,"Ligand Pharmaceuticals, Inc.",001175-E,ligand pharmaceuticals inc,IQ30820
1151650,ConocoPhillips,003GNF-E,conocophillips,IQ296527
116771,"Franchise Group, Inc.",00DF2N-E,franchise group inc,IQ30798
22150831,"Restaurant Brands International, Inc.",00GBCG-E,restaurant brands international inc,IQ821389
8035487,"Youngevity International, Inc.",0BZXWG-E,youngevity international inc,IQ6710866
1554,"PubMatic, Inc.",07405T-E,pubmatic inc,IQ36397912
961524,The Boeing Co.,000CYC-E,the boeing co,IQ370857
883556,"Mace Security International, Inc.",0014N4-E,mace security international inc,IQ339603
428542,"Casa Systems, Inc.",0662T7-E,casa systems inc,IQ10332229
211280,M&T Bank Corp.,0023BK-E,mt bank corp,IQ272285
803508,"Tesla, Inc.",006XY7-E,tesla inc,IQ27444752
180564,"Pioneer Power Solutions, Inc.",094YXD-E,pioneer power solutions inc,IQ4516703
868999,VOXX International Corp.,000CF2-E,voxx international corp,IQ252862
1005273,"MongoDB, Inc.",07B3KF-E,mongodb inc,IQ46952162
788552,Vistra Corp.,0GL3K3-E,vistra corp,IQ7959935
203399,"NetSol Technologies, Inc.",002M04-E,netsol technologies inc,IQ393142
1095305,Southwest Airlines Co.,000WR8-E,southwest airlines co,IQ31726
953403,"Owens & Minor, Inc.",000SZY-E,owens minor inc,IQ294382
537861,"Ocean Power Technologies, Inc.",004ZPB-E,ocean power technologies inc,IQ912997
665888,The Clorox Co.,000DV5-E,the clorox co,IQ89450
22252886,"Spectrum Brands Holdings, Inc.",0JRV8S-E,spectrum brands holdings inc,IQ192186
1219686,The New York Times Co.,000R9L-E,the new york times co,IQ291619
98161,"Surmodics, Inc.",001WGT-E,surmodics inc,IQ381362
669476,"Broadridge Financial Solutions, Inc.",008W16-E,broadridge financial solutions inc,IQ1032802
377578,"Bath & Body Works, Inc.",000P59-E,bath body works inc,
1058117,"Visa, Inc.",05MDRV-E,visa inc,IQ38043467
375885,Oshkosh Corp.,000SZ8-E,oshkosh corp,IQ128517487
937458,"Reading International, Inc.",000DS9-E,reading international inc,IQ261498
1016924,"8x8, Inc.",001DNH-E,8x8 inc,IQ362956
635698,Tupperware Brands Corp.,0012KJ-E,tupperware brands corp,IQ347586
1495758,Open Text Corp.,001ZH0-E,open text corp,IQ108839
606164,"Casey's General Stores, Inc.",000DF4-E,caseys general stores inc,IQ258629
436191,UniFirst Corp.,000Y1D-E,unifirst corp,IQ309966
786131,"MKS Instruments, Inc.",001V6Q-E,mks instruments inc,IQ398351
300360,FMC Corp.,000KLW-E,fmc corp,IQ28606
652095,Allegion Plc (652095),00FKBX-E,allegion plc,IQ241782379
952420,"EPAM Systems, Inc.",06K82N-E,epam systems inc,IQ4773318
22144807,Everest Re Group Ltd.,002MSP-E,everest re group ltd,IQ340813
319700,"Arista Networks, Inc.",07B5JH-E,arista networks inc,IQ33348547
846082,Charles & Colvard Ltd.,000D5H-E,charles colvard ltd,IQ374150
932316,Visteon Corp.,002X87-E,visteon corp,IQ245507
736220,"Automatic Data Processing, Inc.",000CFX-E,automatic data processing inc,IQ126269
971959,"Concert Pharmaceuticals, Inc.",008F8T-E,concert pharmaceuticals inc,IQ27978054
22231334,"Cogent Communications Holdings, Inc.",0DP5GM-E,cogent communications holdings inc,IQ97928
1176214,Blue Bird Corp.,00FVW1-E,blue bird corp,IQ272634010
1471795,"Westell Technologies, Inc.",0016S2-E,westell technologies inc,IQ346138
797781,"Exagen, Inc.",064NVS-E,exagen inc,IQ8444750
305519,"Cumberland Pharmaceuticals, Inc.",007JGZ-E,cumberland pharmaceuticals inc,IQ25240322
22150686,"PlayAGS, Inc.",00FVR1-E,playags inc,IQ253211407
706561,"Lantronix, Inc.",002Y8F-E,lantronix inc,IQ527299
911008,"Trevena, Inc.",073K5C-E,trevena inc,IQ41390678
